x,y,Exact,Numeric,Error
1.57576,0.656566,-3.7608,-0,3.7608
1.59596,0.656566,-3.69536,-0,3.69536
1.61616,0.656566,-3.61504,-0,3.61504
1.63636,0.656566,-3.52017,-0,3.52017
1.65657,0.656566,-3.41112,-0,3.41112
1.67677,0.656566,-3.28834,-0,3.28834
1.69697,0.656566,-3.15231,-0,3.15231
1.71717,0.656566,-3.0036,-0,3.0036
1.73737,0.656566,-2.84278,-0,2.84278
1.75758,0.656566,-2.67053,-0,2.67053
1.77778,0.656566,-2.48751,-0,2.48751
1.79798,0.656566,-2.29448,-0,2.29448
1.81818,0.656566,-2.09222,-0,2.09222
1.83838,0.656566,-1.88152,-0,1.88152
1.85859,0.656566,-1.66326,-0,1.66326
1.87879,0.656566,-1.43829,-0,1.43829
1.89899,0.656566,-1.20753,-0,1.20753
1.91919,0.656566,-0.971913,-0,0.971913
1.93939,0.656566,-0.73238,-0,0.73238
1.9596,0.656566,-0.489898,-0,0.489898
1.9798,0.656566,-0.245443,-0,0.245443
2,0.656566,-4.90679e-14,-0,4.90679e-14
0,0.681818,0,-0,0
0.020202,0.681818,0.266348,-0,0.266348
0.040404,0.681818,0.531624,-0,0.531624
0.0606061,0.681818,0.79476,-0,0.79476
0.0808081,0.681818,1.05469,-0,1.05469
0.10101,0.681818,1.31038,-0,1.31038
0.121212,0.681818,1.56079,-0,1.56079
0.141414,0.681818,1.80492,-0,1.80492
0.161616,0.681818,2.04178,-0,2.04178
0.181818,0.681818,2.27042,-0,2.27042
0.20202,0.681818,2.48991,-0,2.48991
0.222222,0.681818,2.69938,-0,2.69938
0.242424,0.681818,2.89798,-0,2.89798
0.262626,0.681818,3.08491,-0,3.08491
0.282828,0.681818,3.25942,-0,3.25942
0.30303,0.681818,3.42081,-0,3.42081
0.323232,0.681818,3.56842,-0,3.56842
0.343434,0.681818,3.70166,-0,3.70166
0.363636,0.681818,3.82,-0,3.82
0.383838,0.681818,3.92295,-0,3.92295
0.40404,0.681818,4.01011,-0,4.01011
0.424242,0.681818,4.08112,-0,4.08112
0.444444,0.681818,4.1357,-0,4.1357
0.464646,0.681818,4.17362,-0,4.17362
0.484848,0.681818,4.19474,-0,4.19474
1.51515,0.681818,-4.19474,-0,4.19474
1.53535,0.681818,-4.17362,-0,4.17362
1.55556,0.681818,-4.1357,-0,4.1357
1.57576,0.681818,-4.08112,-0,4.08112
1.59596,0.681818,-4.01011,-0,4.01011
1.61616,0.681818,-3.92295,-0,3.92295
1.63636,0.681818,-3.82,-0,3.82
1.65657,0.681818,-3.70166,-0,3.70166
1.67677,0.681818,-3.56842,-0,3.56842
1.69697,0.681818,-3.42081,-0,3.42081
1.71717,0.681818,-3.25942,-0,3.25942
1.73737,0.681818,-3.08491,-0,3.08491
1.75758,0.681818,-2.89798,-0,2.89798
1.77778,0.681818,-2.69938,-0,2.69938
1.79798,0.681818,-2.48991,-0,2.48991
1.81818,0.681818,-2.27042,-0,2.27042
1.83838,0.681818,-2.04178,-0,2.04178
1.85859,0.681818,-1.80492,-0,1.80492
1.87879,0.681818,-1.56079,-0,1.56079
1.89899,0.681818,-1.31038,-0,1.31038
1.91919,0.681818,-1.05469,-0,1.05469
1.93939,0.681818,-0.79476,-0,0.79476
1.9596,0.681818,-0.531624,-0,0.531624
1.9798,0.681818,-0.266348,-0,0.266348
2,0.681818,-5.32472e-14,-0,5.32472e-14
0,0.707071,0,-0,0
0.020202,0.707071,0.288931,-0,0.288931
0.040404,0.707071,0.576698,-0,0.576698
0.0606061,0.707071,0.862144,-0,0.862144
0.0808081,0.707071,1.14412,-0,1.14412
0.10101,0.707071,1.42148,-0,1.42148
0.121212,0.707071,1.69313,-0,1.69313
0.141414,0.707071,1.95795,-0,1.95795
0.161616,0.707071,2.21489,-0,2.21489
0.181818,0.707071,2.46292,-0,2.46292
0.20202,0.707071,2.70102,-0,2.70102
0.222222,0.707071,2.92825,-0,2.92825
0.242424,0.707071,3.14369,-0,3.14369
0.262626,0.707071,3.34647,-0,3.34647
0.282828,0.707071,3.53578,-0,3.53578
0.30303,0.707071,3.71084,-0,3.71084
0.323232,0.707071,3.87097,-0,3.87097
0.343434,0.707071,4.01551,-0,4.01551
0.363636,0.707071,4.14388,-0,4.14388
0.383838,0.707071,4.25556,-0,4.25556
0.40404,0.707071,4.35011,-0,4.35011
0.424242,0.707071,4.42714,-0,4.42714
0.444444,0.707071,4.48634,-0,4.48634
0.464646,0.707071,4.52748,-0,4.52748
0.484848,0.707071,4.55039,-0,4.55039
1.51515,0.707071,-4.55039,-0,4.55039
1.53535,0.707071,-4.52748,-0,4.52748
1.55556,0.707071,-4.48634,-0,4.48634
1.57576,0.707071,-4.42714,-0,4.42714
1.59596,0.707071,-4.35011,-0,4.35011
1.61616,0.707071,-4.25556,-0,4.25556
1.63636,0.707071,-4.14388,-0,4.14388
1.65657,0.707071,-4.01551,-0,4.01551
1.67677,0.707071,-3.87097,-0,3.87097
1.69697,0.707071,-3.71084,-0,3.71084
1.71717,0.707071,-3.53578,-0,3.53578
1.73737,0.707071,-3.34647,-0,3.34647
1.75758,0.707071,-3.14369,-0,3.14369
1.77778,0.707071,-2.92825,-0,2.92825
1.79798,0.707071,-2.70102,-0,2.70102
1.81818,0.707071,-2.46292,-0,2.46292
1.83838,0.707071,-2.21489,-0,2.21489
1.85859,0.707071,-1.95795,-0,1.95795
1.87879,0.707071,-1.69313,-0,1.69313
1.89899,0.707071,-1.42148,-0,1.42148
1.91919,0.707071,-1.14412,-0,1.14412
1.93939,0.707071,-0.862144,-0,0.862144
1.9596,0.707071,-0.576698,-0,0.576698
1.9798,0.707071,-0.288931,-0,0.288931
2,0.707071,-5.77618e-14,-0,5.77618e-14
0,0.732323,0,-0,0
0.020202,0.732323,0.313333,-0,0.313333
0.040404,0.732323,0.625404,-0,0.625404
0.0606061,0.732323,0.934957,-0,0.934957
0.0808081,0.732323,1.24074,-0,1.24074
0.10101,0.732323,1.54154,-0,1.54154
0.121212,0.732323,1.83612,-0,1.83612
0.141414,0.732323,2.12331,-0,2.12331
0.161616,0.732323,2.40195,-0,2.40195
0.181818,0.732323,2.67092,-0,2.67092
0.20202,0.732323,2.92914,-0,2.92914
0.222222,0.732323,3.17556,-0,3.17556
0.242424,0.732323,3.40919,-0,3.40919
0.262626,0.732323,3.6291,-0,3.6291
0.282828,0.732323,3.83439,-0,3.83439
0.30303,0.732323,4.02424,-0,4.02424
0.323232,0.732323,4.19789,-0,4.19789
0.343434,0.732323,4.35464,-0,4.35464
0.363636,0.732323,4.49385,-0,4.49385
0.383838,0.732323,4.61497,-0,4.61497
0.40404,0.732323,4.7175,-0,4.7175
0.424242,0.732323,4.80103,-0,4.80103
0.444444,0.732323,4.86524,-0,4.86524
0.464646,0.732323,4.90985,-0,4.90985
0.484848,0.732323,4.9347,-0,4.9347
1.51515,0.732323,-4.9347,-0,4.9347
1.53535,0.732323,-4.90985,-0,4.90985
1.55556,0.732323,-4.86524,-0,4.86524
1.57576,0.732323,-4.80103,-0,4.80103
1.59596,0.732323,-4.7175,-0,4.7175
1.61616,0.732323,-4.61497,-0,4.61497
1.63636,0.732323,-4.49385,-0,4.49385
1.65657,0.732323,-4.35464,-0,4.35464
1.67677,0.732323,-4.19789,-0,4.19789
1.69697,0.732323,-4.02424,-0,4.02424
1.71717,0.732323,-3.83439,-0,3.83439
1.73737,0.732323,-3.6291,-0,3.6291
1.75758,0.732323,-3.40919,-0,3.40919
1.77778,0.732323,-3.17556,-0,3.17556
1.79798,0.732323,-2.92914,-0,2.92914
1.81818,0.732323,-2.67092,-0,2.67092
1.83838,0.732323,-2.40195,-0,2.40195
1.85859,0.732323,-2.12331,-0,2.12331
1.87879,0.732323,-1.83612,-0,1.83612
1.89899,0.732323,-1.54154,-0,1.54154
1.91919,0.732323,-1.24074,-0,1.24074
1.93939,0.732323,-0.934957,-0,0.934957
1.9596,0.732323,-0.625404,-0,0.625404
1.9798,0.732323,-0.313333,-0,0.313333
2,0.732323,-6.26401e-14,-0,6.26401e-14
0,0.757576,0,-0,0
0.020202,0.757576,0.339708,-0,0.339708
0.040404,0.757576,0.678048,-0,0.678048
0.0606061,0.757576,1.01366,-0,1.01366
0.0808081,0.757576,1.34519,-0,1.34519
0.10101,0.757576,1.6713,-0,1.6713
0.121212,0.757576,1.99068,-0,1.99068
0.141414,0.757576,2.30204,-0,2.30204
0.161616,0.757576,2.60414,-0,2.60414
0.181818,0.757576,2.89575,-0,2.89575
0.20202,0.757576,3.1757,-0,3.1757
0.222222,0.757576,3.44286,-0,3.44286
0.242424,0.757576,3.69616,-0,3.69616
0.262626,0.757576,3.93458,-0,3.93458
0.282828,0.757576,4.15715,-0,4.15715
0.30303,0.757576,4.36299,-0,4.36299
0.323232,0.757576,4.55125,-0,4.55125
0.343434,0.757576,4.72119,-0,4.72119
0.363636,0.757576,4.87212,-0,4.87212
0.383838,0.757576,5.00343,-0,5.00343
0.40404,0.757576,5.1146,-0,5.1146
0.424242,0.757576,5.20516,-0,5.20516
0.444444,0.757576,5.27477,-0,5.27477
0.464646,0.757576,5.32314,-0,5.32314
0.484848,0.757576,5.35008,-0,5.35008
1.51515,0.757576,-5.35008,-0,5.35008
1.53535,0.757576,-5.32314,-0,5.32314
1.55556,0.757576,-5.27477,-0,5.27477
1.57576,0.757576,-5.20516,-0,5.20516
1.59596,0.757576,-5.1146,-0,5.1146
1.61616,0.757576,-5.00343,-0,5.00343
1.63636,0.757576,-4.87212,-0,4.87212
1.65657,0.757576,-4.72119,-0,4.72119
1.67677,0.757576,-4.55125,-0,4.55125
1.69697,0.757576,-4.36299,-0,4.36299
1.71717,0.757576,-4.15715,-0,4.15715
1.73737,0.757576,-3.93458,-0,3.93458
1.75758,0.757576,-3.69616,-0,3.69616
1.77778,0.757576,-3.44286,-0,3.44286
1.79798,0.757576,-3.1757,-0,3.1757
1.81818,0.757576,-2.89575,-0,2.89575
1.83838,0.757576,-2.60414,-0,2.60414
1.85859,0.757576,-2.30204,-0,2.30204
1.87879,0.757576,-1.99068,-0,1.99068
1.89899,0.757576,-1.6713,-0,1.6713
1.91919,0.757576,-1.34519,-0,1.34519
1.93939,0.757576,-1.01366,-0,1.01366
1.9596,0.757576,-0.678048,-0,0.678048
1.9798,0.757576,-0.339708,-0,0.339708
2,0.757576,-6.79129e-14,-0,6.79129e-14
0,0.782828,0,-0,0
0.020202,0.782828,0.368222,-0,0.368222
0.040404,0.782828,0.734961,-0,0.734961
0.0606061,0.782828,1.09874,-0,1.09874
0.0808081,0.782828,1.4581,-0,1.4581
0.10101,0.782828,1.81158,-0,1.81158
0.121212,0.782828,2.15777,-0,2.15777
0.141414,0.782828,2.49527,-0,2.49527
0.161616,0.782828,2.82272,-0,2.82272
0.181818,0.782828,3.13881,-0,3.13881
0.20202,0.782828,3.44226,-0,3.44226
0.222222,0.782828,3.73185,-0,3.73185
0.242424,0.782828,4.00641,-0,4.00641
0.262626,0.782828,4.26484,-0,4.26484
0.282828,0.782828,4.50609,-0,4.50609
0.30303,0.782828,4.7292,-0,4.7292
0.323232,0.782828,4.93327,-0,4.93327
0.343434,0.782828,5.11748,-0,5.11748
0.363636,0.782828,5.28107,-0,5.28107
0.383838,0.782828,5.42341,-0,5.42341
0.40404,0.782828,5.5439,-0,5.5439
0.424242,0.782828,5.64207,-0,5.64207
0.444444,0.782828,5.71752,-0,5.71752
0.464646,0.782828,5.76995,-0,5.76995
0.484848,0.782828,5.79915,-0,5.79915
1.51515,0.782828,-5.79915,-0,5.79915
1.53535,0.782828,-5.76995,-0,5.76995
1.55556,0.782828,-5.71752,-0,5.71752
1.57576,0.782828,-5.64207,-0,5.64207
1.59596,0.782828,-5.5439,-0,5.5439
1.61616,0.782828,-5.42341,-0,5.42341
1.63636,0.782828,-5.28107,-0,5.28107
1.65657,0.782828,-5.11748,-0,5.11748
1.67677,0.782828,-4.93327,-0,4.93327
1.69697,0.782828,-4.7292,-0,4.7292
1.71717,0.782828,-4.50609,-0,4.50609
1.73737,0.782828,-4.26484,-0,4.26484
1.75758,0.782828,-4.00641,-0,4.00641
1.77778,0.782828,-3.73185,-0,3.73185
1.79798,0.782828,-3.44226,-0,3.44226
1.81818,0.782828,-3.13881,-0,3.13881
1.83838,0.782828,-2.82272,-0,2.82272
1.85859,0.782828,-2.49527,-0,2.49527
1.87879,0.782828,-2.15777,-0,2.15777
1.89899,0.782828,-1.81158,-0,1.81158
1.91919,0.782828,-1.4581,-0,1.4581
1.93939,0.782828,-1.09874,-0,1.09874
1.9596,0.782828,-0.734961,-0,0.734961
1.9798,0.782828,-0.368222,-0,0.368222
2,0.782828,-7.36133e-14,-0,7.36133e-14
0,0.808081,0,-0,0
0.020202,0.808081,0.399055,-0,0.399055
0.040404,0.808081,0.796503,-0,0.796503
0.0606061,0.808081,1.19074,-0,1.19074
0.0808081,0.808081,1.58019,-0,1.58019
0.10101,0.808081,1.96327,-0,1.96327
0.121212,0.808081,2.33845,-0,2.33845
0.141414,0.808081,2.70421,-0,2.70421
0.161616,0.808081,3.05908,-0,3.05908
0.181818,0.808081,3.40164,-0,3.40164
0.20202,0.808081,3.7305,-0,3.7305
0.222222,0.808081,4.04433,-0,4.04433
0.242424,0.808081,4.34188,-0,4.34188
0.262626,0.808081,4.62195,-0,4.62195
0.282828,0.808081,4.88341,-0,4.88341
0.30303,0.808081,5.1252,-0,5.1252
0.323232,0.808081,5.34636,-0,5.34636
0.343434,0.808081,5.54599,-0,5.54599
0.363636,0.808081,5.72328,-0,5.72328
0.383838,0.808081,5.87753,-0,5.87753
0.40404,0.808081,6.00812,-0,6.00812
0.424242,0.808081,6.11451,-0,6.11451
0.444444,0.808081,6.19628,-0,6.19628
0.464646,0.808081,6.2531,-0,6.2531
0.484848,0.808081,6.28474,-0,6.28474
1.51515,0.808081,-6.28474,-0,6.28474
1.53535,0.808081,-6.2531,-0,6.2531
1.55556,0.808081,-6.19628,-0,6.19628
1.57576,0.808081,-6.11451,-0,6.11451
1.59596,0.808081,-6.00812,-0,6.00812
1.61616,0.808081,-5.87753,-0,5.87753
1.63636,0.808081,-5.72328,-0,5.72328
1.65657,0.808081,-5.54599,-0,5.54599
1.67677,0.808081,-5.34636,-0,5.34636
1.69697,0.808081,-5.1252,-0,5.1252
1.71717,0.808081,-4.88341,-0,4.88341
1.73737,0.808081,-4.62195,-0,4.62195
1.75758,0.808081,-4.34188,-0,4.34188
1.77778,0.808081,-4.04433,-0,4.04433
1.79798,0.808081,-3.7305,-0,3.7305
1.81818,0.808081,-3.40164,-0,3.40164
1.83838,0.808081,-3.05908,-0,3.05908
1.85859,0.808081,-2.70421,-0,2.70421
1.87879,0.808081,-2.33845,-0,2.33845
1.89899,0.808081,-1.96327,-0,1.96327
1.91919,0.808081,-1.58019,-0,1.58019
1.93939,0.808081,-1.19074,-0,1.19074
1.9596,0.808081,-0.796503,-0,0.796503
1.9798,0.808081,-0.399055,-0,0.399055
2,0.808081,-7.97772e-14,-0,7.97772e-14
0,0.833333,0,-0,0
0.020202,0.833333,0.4324,-0,0.4324
0.040404,0.833333,0.86306,-0,0.86306
0.0606061,0.833333,1.29024,-0,1.29024
0.0808081,0.833333,1.71223,-0,1.71223
0.10101,0.833333,2.12733,-0,2.12733
0.121212,0.833333,2.53385,-0,2.53385
0.141414,0.833333,2.93018,-0,2.93018
0.161616,0.833333,3.31471,-0,3.31471
0.181818,0.833333,3.68589,-0,3.68589
0.20202,0.833333,4.04222,-0,4.04222
0.222222,0.833333,4.38228,-0,4.38228
0.242424,0.833333,4.7047,-0,4.7047
0.262626,0.833333,5.00817,-0,5.00817
0.282828,0.833333,5.29147,-0,5.29147
0.30303,0.833333,5.55347,-0,5.55347
0.323232,0.833333,5.79311,-0,5.79311
0.343434,0.833333,6.00942,-0,6.00942
0.363636,0.833333,6.20153,-0,6.20153
0.383838,0.833333,6.36867,-0,6.36867
0.40404,0.833333,6.51016,-0,6.51016
0.424242,0.833333,6.62545,-0,6.62545
0.444444,0.833333,6.71405,-0,6.71405
0.464646,0.833333,6.77562,-0,6.77562
0.484848,0.833333,6.8099,-0,6.8099
1.51515,0.833333,-6.8099,-0,6.8099
1.53535,0.833333,-6.77562,-0,6.77562
1.55556,0.833333,-6.71405,-0,6.71405
1.57576,0.833333,-6.62545,-0,6.62545
1.59596,0.833333,-6.51016,-0,6.51016
1.61616,0.833333,-6.36867,-0,6.36867
1.63636,0.833333,-6.20153,-0,6.20153
1.65657,0.833333,-6.00942,-0,6.00942
1.67677,0.833333,-5.79311,-0,5.79311
1.69697,0.833333,-5.55347,-0,5.55347
1.71717,0.833333,-5.29147,-0,5.29147
1.73737,0.833333,-5.00817,-0,5.00817
1.75758,0.833333,-4.7047,-0,4.7047
1.77778,0.833333,-4.38228,-0,4.38228
1.79798,0.833333,-4.04222,-0,4.04222
1.81818,0.833333,-3.68589,-0,3.68589
1.83838,0.833333,-3.31471,-0,3.31471
1.85859,0.833333,-2.93018,-0,2.93018
1.87879,0.833333,-2.53385,-0,2.53385
1.89899,0.833333,-2.12733,-0,2.12733
1.91919,0.833333,-1.71223,-0,1.71223
1.93939,0.833333,-1.29024,-0,1.29024
1.9596,0.833333,-0.86306,-0,0.86306
1.9798,0.833333,-0.4324,-0,0.4324
2,0.833333,-8.64436e-14,-0,8.64436e-14
0,0.858586,0,-0,0
0.020202,0.858586,0.468469,-0,0.468469
0.040404,0.858586,0.935052,-0,0.935052
0.0606061,0.858586,1.39787,-0,1.39787
0.0808081,0.858586,1.85506,-0,1.85506
0.10101,0.858586,2.30478,-0,2.30478
0.121212,0.858586,2.74522,-0,2.74522
0.141414,0.858586,3.1746,-0,3.1746
0.161616,0.858586,3.5912,-0,3.5912
0.181818,0.858586,3.99334,-0,3.99334
0.20202,0.858586,4.3794,-0,4.3794
0.222222,0.858586,4.74783,-0,4.74783
0.242424,0.858586,5.09714,-0,5.09714
0.262626,0.858586,5.42592,-0,5.42592
0.282828,0.858586,5.73286,-0,5.73286
0.30303,0.858586,6.01671,-0,6.01671
0.323232,0.858586,6.27634,-0,6.27634
0.343434,0.858586,6.51069,-0,6.51069
0.363636,0.858586,6.71883,-0,6.71883
0.383838,0.858586,6.89991,-0,6.89991
0.40404,0.858586,7.05321,-0,7.05321
0.424242,0.858586,7.1781,-0,7.1781
0.444444,0.858586,7.2741,-0,7.2741
0.464646,0.858586,7.3408,-0,7.3408
0.484848,0.858586,7.37795,-0,7.37795
1.51515,0.858586,-7.37795,-0,7.37795
1.53535,0.858586,-7.3408,-0,7.3408
1.55556,0.858586,-7.2741,-0,7.2741
1.57576,0.858586,-7.1781,-0,7.1781
1.59596,0.858586,-7.05321,-0,7.05321
1.61616,0.858586,-6.89991,-0,6.89991
1.63636,0.858586,-6.71883,-0,6.71883
1.65657,0.858586,-6.51069,-0,6.51069
1.67677,0.858586,-6.27634,-0,6.27634
1.69697,0.858586,-6.01671,-0,6.01671
1.71717,0.858586,-5.73286,-0,5.73286
1.73737,0.858586,-5.42592,-0,5.42592
1.75758,0.858586,-5.09714,-0,5.09714
1.77778,0.858586,-4.74783,-0,4.74783
1.79798,0.858586,-4.3794,-0,4.3794
1.81818,0.858586,-3.99334,-0,3.99334
1.83838,0.858586,-3.5912,-0,3.5912
1.85859,0.858586,-3.1746,-0,3.1746
1.87879,0.858586,-2.74522,-0,2.74522
1.89899,0.858586,-2.30478,-0,2.30478
1.91919,0.858586,-1.85506,-0,1.85506
1.93939,0.858586,-1.39787,-0,1.39787
1.9596,0.858586,-0.935052,-0,0.935052
1.9798,0.858586,-0.468469,-0,0.468469
2,0.858586,-9.36542e-14,-0,9.36542e-14
0,0.883838,0,-0,0
0.020202,0.883838,0.507487,-0,0.507487
0.040404,0.883838,1.01293,-0,1.01293
0.0606061,0.883838,1.5143,-0,1.5143
0.0808081,0.883838,2.00956,-0,2.00956
0.10101,0.883838,2.49674,-0,2.49674
0.121212,0.883838,2.97386,-0,2.97386
0.141414,0.883838,3.43901,-0,3.43901
0.161616,0.883838,3.89031,-0,3.89031
0.181818,0.883838,4.32595,-0,4.32595
0.20202,0.883838,4.74416,-0,4.74416
0.222222,0.883838,5.14327,-0,5.14327
0.242424,0.883838,5.52168,-0,5.52168
0.262626,0.883838,5.87785,-0,5.87785
0.282828,0.883838,6.21035,-0,6.21035
0.30303,0.883838,6.51784,-0,6.51784
0.323232,0.883838,6.79909,-0,6.79909
0.343434,0.883838,7.05296,-0,7.05296
0.363636,0.883838,7.27843,-0,7.27843
0.383838,0.883838,7.4746,-0,7.4746
0.40404,0.883838,7.64066,-0,7.64066
0.424242,0.883838,7.77596,-0,7.77596
0.444444,0.883838,7.87995,-0,7.87995
0.464646,0.883838,7.95221,-0,7.95221
0.484848,0.883838,7.99245,-0,7.99245
1.51515,0.883838,-7.99245,-0,7.99245
1.53535,0.883838,-7.95221,-0,7.95221
1.55556,0.883838,-7.87995,-0,7.87995
1.57576,0.883838,-7.77596,-0,7.77596
1.59596,0.883838,-7.64066,-0,7.64066
1.61616,0.883838,-7.4746,-0,7.4746
1.63636,0.883838,-7.27843,-0,7.27843
1.65657,0.883838,-7.05296,-0,7.05296
1.67677,0.883838,-6.79909,-0,6.79909
1.69697,0.883838,-6.51784,-0,6.51784
1.71717,0.883838,-6.21035,-0,6.21035
1.73737,0.883838,-5.87785,-0,5.87785
1.75758,0.883838,-5.52168,-0,5.52168
1.77778,0.883838,-5.14327,-0,5.14327
1.79798,0.883838,-4.74416,-0,4.74416
1.81818,0.883838,-4.32595,-0,4.32595
1.83838,0.883838,-3.89031,-0,3.89031
1.85859,0.883838,-3.43901,-0,3.43901
1.87879,0.883838,-2.97386,-0,2.97386
1.89899,0.883838,-2.49674,-0,2.49674
1.91919,0.883838,-2.00956,-0,2.00956
1.93939,0.883838,-1.5143,-0,1.5143
1.9596,0.883838,-1.01293,-0,1.01293
1.9798,0.883838,-0.507487,-0,0.507487
2,0.883838,-1.01455e-13,-0,1.01455e-13
0,0.909091,0,-0,0
0.020202,0.909091,0.549702,-0,0.549702
0.040404,0.909091,1.09719,-0,1.09719
0.0606061,0.909091,1.64026,-0,1.64026
0.0808081,0.909091,2.17673,-0,2.17673
0.10101,0.909091,2.70443,-0,2.70443
0.121212,0.909091,3.22124,-0,3.22124
0.141414,0.909091,3.72508,-0,3.72508
0.161616,0.909091,4.21392,-0,4.21392
0.181818,0.909091,4.68579,-0,4.68579
0.20202,0.909091,5.13879,-0,5.13879
0.222222,0.909091,5.57111,-0,5.57111
0.242424,0.909091,5.98099,-0,5.98099
0.262626,0.909091,6.36678,-0,6.36678
0.282828,0.909091,6.72694,-0,6.72694
0.30303,0.909091,7.06001,-0,7.06001
0.323232,0.909091,7.36466,-0,7.36466
0.343434,0.909091,7.63965,-0,7.63965
0.363636,0.909091,7.88387,-0,7.88387
0.383838,0.909091,8.09636,-0,8.09636
0.40404,0.909091,8.27624,-0,8.27624
0.424242,0.909091,8.42279,-0,8.42279
0.444444,0.909091,8.53543,-0,8.53543
0.464646,0.909091,8.6137,-0,8.6137
0.484848,0.909091,8.65729,-0,8.65729
1.51515,0.909091,-8.65729,-0,8.65729
1.53535,0.909091,-8.6137,-0,8.6137
1.55556,0.909091,-8.53543,-0,8.53543
1.57576,0.909091,-8.42279,-0,8.42279
1.59596,0.909091,-8.27624,-0,8.27624
1.61616,0.909091,-8.09636,-0,8.09636
1.63636,0.909091,-7.88387,-0,7.88387
1.65657,0.909091,-7.63965,-0,7.63965
1.67677,0.909091,-7.36466,-0,7.36466
1.69697,0.909091,-7.06001,-0,7.06001
1.71717,0.909091,-6.72694,-0,6.72694
1.73737,0.909091,-6.36678,-0,6.36678
1.75758,0.909091,-5.98099,-0,5.98099
1.77778,0.909091,-5.57111,-0,5.57111
1.79798,0.909091,-5.13879,-0,5.13879
1.81818,0.909091,-4.68579,-0,4.68579
1.83838,0.909091,-4.21392,-0,4.21392
1.85859,0.909091,-3.72508,-0,3.72508
1.87879,0.909091,-3.22124,-0,3.22124
1.89899,0.909091,-2.70443,-0,2.70443
1.91919,0.909091,-2.17673,-0,2.17673
1.93939,0.909091,-1.64026,-0,1.64026
1.9596,0.909091,-1.09719,-0,1.09719
1.9798,0.909091,-0.549702,-0,0.549702
2,0.909091,-1.09894e-13,-0,1.09894e-13
0,0.934343,0,-0,0
0.020202,0.934343,0.595377,-0,0.595377
0.040404,0.934343,1.18836,-0,1.18836
0.0606061,0.934343,1.77655,-0,1.77655
0.0808081,0.934343,2.35759,-0,2.35759
0.10101,0.934343,2.92914,-0,2.92914
0.121212,0.934343,3.48889,-0,3.48889
0.141414,0.934343,4.0346,-0,4.0346
0.161616,0.934343,4.56406,-0,4.56406
0.181818,0.934343,5.07514,-0,5.07514
0.20202,0.934343,5.56579,-0,5.56579
0.222222,0.934343,6.03402,-0,6.03402
0.242424,0.934343,6.47796,-0,6.47796
0.262626,0.934343,6.89581,-0,6.89581
0.282828,0.934343,7.28589,-0,7.28589
0.30303,0.934343,7.64664,-0,7.64664
0.323232,0.934343,7.9766,-0,7.9766
0.343434,0.934343,8.27444,-0,8.27444
0.363636,0.934343,8.53896,-0,8.53896
0.383838,0.934343,8.7691,-0,8.7691
0.40404,0.934343,8.96392,-0,8.96392
0.424242,0.934343,9.12266,-0,9.12266
0.444444,0.934343,9.24465,-0,9.24465
0.464646,0.934343,9.32943,-0,9.32943
0.484848,0.934343,9.37664,-0,9.37664
1.51515,0.934343,-9.37664,-0,9.37664
1.53535,0.934343,-9.32943,-0,9.32943
1.55556,0.934343,-9.24465,-0,9.24465
1.57576,0.934343,-9.12266,-0,9.12266
1.59596,0.934343,-8.96392,-0,8.96392
1.61616,0.934343,-8.7691,-0,8.7691
1.63636,0.934343,-8.53896,-0,8.53896
1.65657,0.934343,-8.27444,-0,8.27444
1.67677,0.934343,-7.9766,-0,7.9766
1.69697,0.934343,-7.64664,-0,7.64664
1.71717,0.934343,-7.28589,-0,7.28589
1.73737,0.934343,-6.89581,-0,6.89581
1.75758,0.934343,-6.47796,-0,6.47796
1.77778,0.934343,-6.03402,-0,6.03402
1.79798,0.934343,-5.56579,-0,5.56579
1.81818,0.934343,-5.07514,-0,5.07514
1.83838,0.934343,-4.56406,-0,4.56406
1.85859,0.934343,-4.0346,-0,4.0346
1.87879,0.934343,-3.48889,-0,3.48889
1.89899,0.934343,-2.92914,-0,2.92914
1.91919,0.934343,-2.35759,-0,2.35759
1.93939,0.934343,-1.77655,-0,1.77655
1.9596,0.934343,-1.18836,-0,1.18836
1.9798,0.934343,-0.595377,-0,0.595377
2,0.934343,-1.19025e-13,-0,1.19025e-13
0,0.959596,0,-0,0
0.020202,0.959596,0.644802,-0,0.644802
0.040404,0.959596,1.28701,-0,1.28701
0.0606061,0.959596,1.92403,-0,1.92403
0.0808081,0.959596,2.55331,-0,2.55331
0.10101,0.959596,3.1723,-0,3.1723
0.121212,0.959596,3.77852,-0,3.77852
0.141414,0.959596,4.36953,-0,4.36953
0.161616,0.959596,4.94294,-0,4.94294
0.181818,0.959596,5.49645,-0,5.49645
0.20202,0.959596,6.02782,-0,6.02782
0.222222,0.959596,6.53493,-0,6.53493
0.242424,0.959596,7.01572,-0,7.01572
0.262626,0.959596,7.46826,-0,7.46826
0.282828,0.959596,7.89073,-0,7.89073
0.30303,0.959596,8.28142,-0,8.28142
0.323232,0.959596,8.63877,-0,8.63877
0.343434,0.959596,8.96134,-0,8.96134
0.363636,0.959596,9.24781,-0,9.24781
0.383838,0.959596,9.49706,-0,9.49706
0.40404,0.959596,9.70806,-0,9.70806
0.424242,0.959596,9.87997,-0,9.87997
0.444444,0.959596,10.0121,-0,10.0121
0.464646,0.959596,10.1039,-0,10.1039
0.484848,0.959596,10.155,-0,10.155
